productid,quantity,event,messageid,userid,orderid
product-116,2,OrderEvent,9a0f55f3-8529-4d00-b393-4784ccd9e025,user-15,51490
product-210,2,OrderEvent,9a0f55f3-8529-4d00-b393-4784ccd9e025,user-15,51490
product-368,1,OrderEvent,274cb5fd-d4f7-46a2-bf7a-08b6b64dc735,user-178,51491
product-103,2,OrderEvent,b849bf17-8d00-495c-b76b-0b5c1b123a98,user-40,51492
product-3,1,OrderEvent,643b2e18-8afc-41a2-a3a1-8cdf89522043,user-135,51493
product-492,3,OrderEvent,45d95c77-4128-4e2c-89cb-073c2580332f,user-233,51494
product-175,1,OrderEvent,a0277c90-6174-478c-9f40-eb94ccd67c21,user-17,51495
product-165,1,OrderEvent,e02facb8-bc8f-41b4-8827-e57cac427c64,user-273,51496
product-10,2,OrderEvent,e02facb8-bc8f-41b4-8827-e57cac427c64,user-273,51496
product-390,2,OrderEvent,b524f4ad-e0ad-4d3b-b043-3c57c3ea6ff0,user-78,51497
product-336,1,OrderEvent,48d9f439-d14e-424b-ba2c-aefb7e0ad4b2,user-61,51498
product-18,3,OrderEvent,01a6c47d-d3bd-4ee3-888b-2668d29ed19b,user-96,51499
product-121,1,OrderEvent,2495e41f-67c9-404c-80c2-bd0cf32fa96d,user-58,51500
product-192,2,OrderEvent,2495e41f-67c9-404c-80c2-bd0cf32fa96d,user-58,51500
product-775,1,OrderEvent,95c4aafd-4118-46d5-a082-8ef5c5de5258,user-117,51501
product-27,3,OrderEvent,f1f23689-a205-4b21-89ed-fa5dbe9fef70,user-74,51502
product-805,1,OrderEvent,2e1e7b51-d033-4a9b-b9be-f21e6d4f752a,user-423,51503
product-96,3,OrderEvent,f8eb61c7-4ad8-4ff5-8b6f-46e92b77b910,user-139,51504
product-223,3,OrderEvent,f8cb1ed6-23f7-4467-b8d3-8acbd4d2a1b1,user-30,51505
product-136,2,OrderEvent,60754f5c-e465-495e-92f1-fb98d91250d2,user-5,51506
product-115,2,OrderEvent,7a3e940c-938b-4047-baaf-75b9846b94d2,user-135,51507
product-504,3,OrderEvent,c0cae565-ed81-40ed-92f0-058db75a1c26,user-483,51508
product-452,3,OrderEvent,da001871-9ffb-4374-9b01-4dec2a2e47c5,user-234,51509
product-415,2,OrderEvent,a25a7877-1835-460f-a7e8-d59f63e14e3c,user-264,51510
product-656,2,OrderEvent,a25a7877-1835-460f-a7e8-d59f63e14e3c,user-264,51510
product-423,1,OrderEvent,50d5fe39-de85-4210-969e-50aa05233a70,user-237,51511
product-432,1,OrderEvent,4f541491-e694-4013-be9f-7e3a5892d54f,user-284,51512
product-67,2,OrderEvent,4f541491-e694-4013-be9f-7e3a5892d54f,user-284,51512
product-151,1,OrderEvent,75c432ac-c328-4bb7-ae9b-32ce3a5325ea,user-80,51513
product-306,2,OrderEvent,324a3f16-2986-4cea-a5a9-a1ebf0853a17,user-301,51514
product-367,2,OrderEvent,1e2ba7b6-bbcd-475a-b8d6-69cae0525949,user-284,51515
product-224,1,OrderEvent,e92cf0ad-2adb-43c6-a3f0-94fee918f263,user-28,51516
product-241,1,OrderEvent,e065f0af-a081-4554-97ff-5a1d064ab225,user-29,51517
product-277,1,OrderEvent,9395b3e0-adc6-4576-ac16-ba5d809ebca5,user-182,51518
product-682,2,OrderEvent,bbb27561-33ca-4988-9389-184c49eff0aa,user-302,51519
product-145,1,OrderEvent,e0e4ca2f-f714-49f8-b475-152edec1ff5e,user-144,51520
product-245,2,OrderEvent,e0e4ca2f-f714-49f8-b475-152edec1ff5e,user-144,51520
product-161,2,OrderEvent,e0e4ca2f-f714-49f8-b475-152edec1ff5e,user-144,51520
product-127,3,OrderEvent,1212bcb9-c6aa-4d7f-9292-80cb12b80353,user-30,51521
product-381,3,OrderEvent,2675b314-dbbd-4e89-b911-f16d2b7e2b87,user-454,51522
product-83,1,OrderEvent,e820a7b3-76b1-4905-861f-8d732f78add9,user-80,51523
product-945,3,OrderEvent,4bda7ee7-2c29-4a43-adbd-d9c27d9640f5,user-109,51524
product-112,3,OrderEvent,628095ea-9910-451d-9ccb-cafbfff45286,user-3,51525
product-522,1,OrderEvent,92fc29e5-03d4-42b4-8586-5379d3079d56,user-401,51526
product-790,1,OrderEvent,ca9db735-2923-4c9f-ae94-231360598f46,user-221,51527
product-134,2,OrderEvent,9ff7bc30-f405-4d48-94a0-9b892a13e90d,user-248,51528
product-691,2,OrderEvent,25741e56-9e39-4c44-8c11-e399d6938254,user-306,51529
product-59,2,OrderEvent,9170f1e7-a796-4d68-806f-4d35af36fa7d,user-95,51530
product-760,1,OrderEvent,659505ae-0a76-496f-a4c0-3918befbbd03,user-395,51531
product-636,2,OrderEvent,0dcec77e-164e-4e87-acf1-b3127276fab0,user-443,51532
product-306,1,OrderEvent,b0ab7473-6e18-4ccf-a7e4-6b9c4255587d,user-169,51533
product-756,2,OrderEvent,367af93b-a0bb-4afe-a8e8-caa668ff513b,user-259,51534
product-229,2,OrderEvent,29320333-abac-4477-8884-05b52a8d022c,user-118,51535
product-577,3,OrderEvent,013f6cf7-436f-44cf-b7fd-beacbf87df15,user-162,51536
product-152,1,OrderEvent,013f6cf7-436f-44cf-b7fd-beacbf87df15,user-162,51536
product-552,3,OrderEvent,8a1dd9a4-77ea-4ee6-b44f-35bc11284fe0,user-96,51537
product-299,2,OrderEvent,d5e28a1f-8ddd-47cc-8b09-135b616813ae,user-7,51538
product-462,3,OrderEvent,dae6d7f2-aa45-4f65-b250-38acbedd358c,user-416,51539
product-34,2,OrderEvent,35e13c88-52cc-42d5-acd0-2a60934cecbc,user-48,51540
product-72,1,OrderEvent,35e13c88-52cc-42d5-acd0-2a60934cecbc,user-48,51540
product-366,3,OrderEvent,d8766465-1045-4281-9e91-be8626ed0ffb,user-210,51541
product-75,2,OrderEvent,190b2db9-1b4d-4562-9d21-6ce3f9063fd9,user-426,51542
product-90,2,OrderEvent,f3eb31db-4c69-414e-83b1-d52d8ed6a5b1,user-260,51543
product-129,1,OrderEvent,01c85479-9ccd-4442-a917-b4342716e501,user-2,51544
product-569,2,OrderEvent,01c85479-9ccd-4442-a917-b4342716e501,user-2,51544
product-3,1,OrderEvent,f6095f79-80a7-4f7a-a90b-c1814bfdca08,user-390,51545
product-118,1,OrderEvent,6d7ced01-80e6-407d-b460-1a0cd28cf32f,user-133,51546
product-83,2,OrderEvent,f55f93ed-fa9a-4146-bd2d-715413a45c20,user-120,51547
product-307,2,OrderEvent,93b12e7d-68c8-48ed-8379-6944d41faac2,user-202,51548
product-206,3,OrderEvent,0beb23df-203c-43ba-a2ad-bc112ffb9e31,user-366,51549
product-45,2,OrderEvent,edb3eb85-f5c6-492b-b95a-18c226f9907c,user-88,51550
product-746,2,OrderEvent,edb3eb85-f5c6-492b-b95a-18c226f9907c,user-88,51550
product-590,2,OrderEvent,37dbce89-d4cf-4198-acb2-1bbab5407c51,user-237,51551
product-397,1,OrderEvent,5904081e-9d01-4c94-9c11-0818ddf6b626,user-75,51552
product-153,1,OrderEvent,5904081e-9d01-4c94-9c11-0818ddf6b626,user-75,51552
product-170,3,OrderEvent,1afa13ee-2a9f-4269-86c4-4f151dc2c8b7,user-46,51553
product-503,1,OrderEvent,e268221f-1037-4bff-ab29-1c8a8ee39829,user-113,51554
product-142,1,OrderEvent,5910e89e-8991-4630-8474-679b1765159e,user-69,51555
product-341,3,OrderEvent,c6f425f0-7a10-41d0-8b87-7a750e831c1f,user-198,51556
product-44,1,OrderEvent,59487a4d-f748-43a9-8c48-fc5d074d4b65,user-65,51557
product-350,3,OrderEvent,d283acb7-612e-4ec9-a5cd-8a29525e7154,user-129,51558
product-372,2,OrderEvent,852312fe-8183-40a9-a466-bf5182533c4f,user-175,51559
product-158,1,OrderEvent,79651269-0b54-423b-8751-00319ead3691,user-27,51560
product-103,1,OrderEvent,79651269-0b54-423b-8751-00319ead3691,user-27,51560
product-67,3,OrderEvent,0cfeed42-b7ad-4a6d-a89e-95854dc8e27e,user-26,51561
product-170,3,OrderEvent,b633cf07-4048-4526-9f32-0601ad03dc2e,user-99,51562
product-590,2,OrderEvent,7e0dfcf7-7fb7-4d1d-945a-a4f472ba0acb,user-289,51563
product-98,1,OrderEvent,38e52f2f-8a66-448a-810d-03e58aa44c25,user-33,51564
product-20,2,OrderEvent,e54a7cf0-4694-4f43-9a60-56222548f552,user-43,51565
product-524,1,OrderEvent,dfd59144-3a0d-48af-8737-059736312f54,user-62,51566
product-675,3,OrderEvent,1ebf9360-7847-4087-bc22-e141498be3ee,user-384,51567
product-610,3,OrderEvent,6f429141-b439-469b-aa68-d39f9c57a8fd,user-235,51568
product-743,2,OrderEvent,6f429141-b439-469b-aa68-d39f9c57a8fd,user-235,51568
product-39,2,OrderEvent,b76f057e-9eea-4444-8185-3a83dbd56306,user-10,51569
product-71,3,OrderEvent,731e90f8-f3d1-4e89-aa88-bbba41ec54cc,user-87,51570
product-326,1,OrderEvent,731e90f8-f3d1-4e89-aa88-bbba41ec54cc,user-87,51570
product-585,3,OrderEvent,6cd01c0d-ccb0-4e1e-80ed-3d48c263017b,user-341,51571
product-389,1,OrderEvent,37c0ab60-0b5c-458f-b0de-51c9eea0a7d4,user-45,51572
product-37,3,OrderEvent,d19d1325-5069-41f3-9ff9-1f6399fe9c82,user-74,51573
product-60,3,OrderEvent,0bda3c79-77a8-4412-94c4-2ecc5531d7b5,user-2,51574
product-691,2,OrderEvent,d0dcf474-7440-470f-b269-0baad88b98e7,user-202,51575
product-114,3,OrderEvent,6029ab5e-8a3c-4437-92ac-24b696ab9498,user-6,51576
product-602,1,OrderEvent,6029ab5e-8a3c-4437-92ac-24b696ab9498,user-6,51576
product-285,1,OrderEvent,ef210858-3542-4fc5-aa3a-f8404182b069,user-96,51577
product-121,3,OrderEvent,2584b8aa-815f-4ab3-adab-153f5ec01f05,user-127,51578
product-65,2,OrderEvent,302054b9-0a65-4de8-92ed-ff9fcc93eb10,user-115,51579
product-326,2,OrderEvent,f08526a4-b88f-4cdb-8d2a-5c2bcdd3d437,user-265,51580
product-255,1,OrderEvent,f08526a4-b88f-4cdb-8d2a-5c2bcdd3d437,user-265,51580
product-310,2,OrderEvent,372e677a-c98c-4664-80e5-aea93a166068,user-103,51581
product-105,2,OrderEvent,c226dfa4-ebcd-4b94-a8c0-0c67b5006890,user-152,51582
product-87,2,OrderEvent,8f06fdc8-162d-477d-8431-e778192b34e9,user-393,51583
product-190,1,OrderEvent,9232d800-a212-4e1b-b79a-70e1dde34171,user-85,51584
product-535,1,OrderEvent,9232d800-a212-4e1b-b79a-70e1dde34171,user-85,51584
product-392,1,OrderEvent,980b75d7-7264-4669-9f7b-a548d761b5d9,user-242,51585
product-745,3,OrderEvent,014c309e-2716-4da6-90f7-768941e147fb,user-39,51586
product-414,1,OrderEvent,c3959024-50c6-4850-94e0-d0a9e3c705e0,user-293,51587
product-134,3,OrderEvent,82c6be24-8192-458a-888c-55e87fee20f2,user-147,51588
product-31,2,OrderEvent,a1630ad7-43d8-4fc5-bbe3-fd2962f1c896,user-43,51589
product-590,3,OrderEvent,a3379f65-2006-49f9-867a-d86fa75f508b,user-318,51590
product-202,2,OrderEvent,7e83e75b-c92e-4ae8-a2e5-e918ea7203e6,user-176,51591
product-256,3,OrderEvent,4f238823-6701-45dd-aa84-48e7004610cf,user-68,51592
product-3,2,OrderEvent,4f238823-6701-45dd-aa84-48e7004610cf,user-68,51592
product-311,2,OrderEvent,b180a710-a690-412e-8a9c-a2b4f201b8d3,user-125,51593
product-261,3,OrderEvent,2db0f6ad-5c4e-44cd-a2f5-66904a6c2b46,user-109,51594
product-113,3,OrderEvent,82431831-fea5-4031-9bf0-64fe090fdd8a,user-122,51595
product-50,2,OrderEvent,0183a73f-4f18-4dfb-b358-d8f8e957ac02,user-74,51596
product-160,3,OrderEvent,53aab1e2-0d38-4137-936d-6ef0c7a4a1cb,user-154,51597
product-188,3,OrderEvent,8216d803-a78a-4975-9965-cbed889d0eea,user-2,51598
product-236,2,OrderEvent,60fa3047-561f-4692-b3e1-af6fe1f8e5d1,user-15,51599
product-129,3,OrderEvent,88d12458-6078-444f-88b1-d7ecc7969689,user-114,51600
product-133,2,OrderEvent,88d12458-6078-444f-88b1-d7ecc7969689,user-114,51600
product-784,2,OrderEvent,88d12458-6078-444f-88b1-d7ecc7969689,user-114,51600
product-199,2,OrderEvent,254ca672-6f76-4d35-8bef-368178f9e346,user-74,51601
product-94,1,OrderEvent,06a9ec9d-97ae-42bf-82a2-6ed0ac153990,user-45,51602
product-748,3,OrderEvent,952e8fee-a8fa-4882-a2f0-69f79462fb27,user-192,51603
product-111,1,OrderEvent,7afaa7c9-5bb2-4493-a815-246b62ddf531,user-89,51604
product-441,3,OrderEvent,2dcf8d83-9857-4714-b3cd-8d982a08d2c3,user-126,51605
product-104,1,OrderEvent,0001778f-079b-4b17-9ded-32dc0501066a,user-182,51606
product-400,1,OrderEvent,cc9657f8-2939-4e5d-a404-a0791ba85270,user-7,51607
product-281,1,OrderEvent,b01b8a46-3ed4-49d0-a942-ed5ff0c9511c,user-193,51608
product-25,1,OrderEvent,b01b8a46-3ed4-49d0-a942-ed5ff0c9511c,user-193,51608
product-335,2,OrderEvent,67975151-2a07-466b-acd3-1bf75246503c,user-123,51609
product-184,2,OrderEvent,5d581060-f1b1-42a4-8388-344d4e413c99,user-181,51610
product-417,2,OrderEvent,5d581060-f1b1-42a4-8388-344d4e413c99,user-181,51610
product-157,2,OrderEvent,eba1f64b-58dc-49c7-8234-2ff2822c24ee,user-365,51611
product-412,1,OrderEvent,82816da3-4d63-43e4-ae89-cf2d38c1b3f3,user-159,51612
product-132,1,OrderEvent,c8e16d2d-f432-47c0-8b46-fd4bb72740c8,user-65,51613
product-379,2,OrderEvent,3ea7cee1-c2bb-41b7-a679-388a95d810ac,user-86,51614
product-272,3,OrderEvent,8e688259-287b-4e79-b69c-4795e3905a79,user-89,51615
product-29,2,OrderEvent,0377a6af-b251-43e4-b31e-d1a1cbf1c655,user-47,51616
product-463,1,OrderEvent,0377a6af-b251-43e4-b31e-d1a1cbf1c655,user-47,51616
product-90,1,OrderEvent,4243de9a-995e-459a-a8b0-fa6a2ca9cb87,user-287,51617
product-602,2,OrderEvent,69433001-7dbc-4fa8-8b7b-74d2ec86b409,user-314,51618
product-92,3,OrderEvent,66dcb7a6-a3c7-42df-a70e-8893848212a4,user-46,51619
product-64,3,OrderEvent,070cbeff-12e6-4dbc-a389-d8be8442047c,user-148,51620
product-58,1,OrderEvent,070cbeff-12e6-4dbc-a389-d8be8442047c,user-148,51620
product-772,3,OrderEvent,a441ed1f-f977-4867-8594-e394f9c999c5,user-343,51621
product-547,1,OrderEvent,91ddff11-279b-4e06-b1c2-d3f6c4b07c22,user-185,51622
product-325,1,OrderEvent,681912bd-cc0b-4a73-8df2-edbd5d382a17,user-178,51623
product-9,1,OrderEvent,a73f7c27-cf04-43fa-a1f2-2f52200c07a7,user-100,51624
product-106,2,OrderEvent,a73f7c27-cf04-43fa-a1f2-2f52200c07a7,user-100,51624
product-71,2,OrderEvent,dc3ce57c-7d65-473e-b5e2-26dd49bf60a3,user-41,51625
product-68,2,OrderEvent,0069763a-e3e5-4a91-a2a7-ca623a306895,user-4,51626
product-181,3,OrderEvent,00aa34b9-b685-4360-b226-60fc4b499905,user-123,51627
product-428,1,OrderEvent,52b89b9f-86cc-429a-aee7-5fa144a76855,user-64,51628
product-985,3,OrderEvent,690879a9-17f0-43b3-ab49-0c8461409a23,user-102,51629
product-48,2,OrderEvent,0dc09cd8-1c52-4f1e-b7d4-3a7090798958,user-68,51630
product-170,2,OrderEvent,0dc09cd8-1c52-4f1e-b7d4-3a7090798958,user-68,51630
product-145,3,OrderEvent,8969fdae-0e7e-48f1-b04e-4a5663eafe3c,user-24,51631
product-45,3,OrderEvent,c3c49828-5774-4f0c-98d0-aacf1f55e989,user-77,51632
product-166,2,OrderEvent,c3c49828-5774-4f0c-98d0-aacf1f55e989,user-77,51632
product-36,3,OrderEvent,4c03c88e-d407-4df9-841a-5e202e5d9d00,user-184,51633
product-37,3,OrderEvent,66d4f29e-f9a7-47c9-b6dd-55d631abd65f,user-96,51634
product-48,3,OrderEvent,08575ced-9510-4042-8e62-4cf8c21c0196,user-185,51635
product-86,1,OrderEvent,9ffe7fb4-607b-40c0-a021-ad11efd1c0a6,user-143,51636
product-45,2,OrderEvent,947e0a44-ea29-4174-a112-dd5b983b6a4d,user-77,51637
product-11,2,OrderEvent,dc52916f-e74e-4d80-9d52-7ac3a76d0946,user-184,51638
product-855,3,OrderEvent,41a2fbee-24df-40b0-888d-3a064cc008e2,user-170,51639
product-620,3,OrderEvent,124fbb7b-bdb5-498a-8e6d-0c47f9ad94df,user-456,51640
product-137,2,OrderEvent,124fbb7b-bdb5-498a-8e6d-0c47f9ad94df,user-456,51640
product-565,1,OrderEvent,124fbb7b-bdb5-498a-8e6d-0c47f9ad94df,user-456,51640
product-468,1,OrderEvent,1c8b27ff-e6fc-4ed7-9ab9-d20179c87b4e,user-21,51641
product-449,1,OrderEvent,7c92a728-2182-4af2-bad5-096a82a3fe8a,user-232,51642
product-600,1,OrderEvent,993ec1be-2ad0-46d8-a82f-27efee439791,user-75,51643
product-134,2,OrderEvent,91290094-7cbe-4a38-b67a-41710e66eac1,user-154,51644
product-131,2,OrderEvent,36f5242a-efd9-4b3d-a8c3-62d46f22e2dd,user-75,51645
product-49,1,OrderEvent,c035c93d-a2ba-4f34-8223-2f4cf2b3ef61,user-277,51646
product-364,1,OrderEvent,ea91db4a-e374-4594-8af0-1959dc7498f9,user-115,51647
product-80,1,OrderEvent,b03b0423-946a-4710-96e5-bfd188fea135,user-30,51648
product-345,2,OrderEvent,b03b0423-946a-4710-96e5-bfd188fea135,user-30,51648
product-204,2,OrderEvent,56e6c320-4bf4-4f04-8575-8059eb4f95a0,user-283,51649
product-196,1,OrderEvent,7ec0da1b-f848-4863-a2fe-91811e59e240,user-41,51650
product-252,1,OrderEvent,7ec0da1b-f848-4863-a2fe-91811e59e240,user-41,51650
product-898,2,OrderEvent,6b3384a0-b8bb-461b-9e64-ae842bf9bf22,user-158,51651
product-133,1,OrderEvent,e123a8f5-cc7a-4fe8-b32a-5d1d40b2b22c,user-76,51652
product-183,1,OrderEvent,bf9d3ccb-ecca-47b9-8c46-f5709a8df2bc,user-76,51653
product-508,2,OrderEvent,e64ef9a1-c4fb-4a20-b0ac-bebde145bc03,user-198,51654
product-143,3,OrderEvent,aba6a5b4-6a3d-4262-9a97-1e2bb18c6c48,user-61,51655
product-232,1,OrderEvent,6d560dae-efba-4345-b070-f8a1737da89c,user-136,51656
product-506,1,OrderEvent,39af6df4-9938-42de-bdca-03ddfce101d0,user-210,51657
product-165,2,OrderEvent,ff5bf7f0-69c1-4d86-888b-30cdb007c08e,user-65,51658
product-369,2,OrderEvent,28d58624-d062-40ea-bd04-962b06dab84c,user-143,51659
product-96,3,OrderEvent,44024674-6e08-481c-a015-8a47a9d0d669,user-59,51660
product-53,2,OrderEvent,44024674-6e08-481c-a015-8a47a9d0d669,user-59,51660
product-52,1,OrderEvent,9286886b-fd28-4485-847c-5bc041d164b1,user-282,51661
product-321,3,OrderEvent,928af5a7-7775-49a4-a1a2-43f54d637813,user-181,51662
product-154,2,OrderEvent,df4e6fd4-1026-4ea9-8260-460ae5ba59f7,user-34,51663
product-192,2,OrderEvent,e04ce45c-aca7-42f5-8289-820c334011af,user-22,51664
product-245,1,OrderEvent,e04ce45c-aca7-42f5-8289-820c334011af,user-22,51664
product-222,2,OrderEvent,ac506e55-9d27-49da-8a86-abcc05c8ad1e,user-121,51665
product-242,3,OrderEvent,7c7df41e-9019-4326-8672-2df8a9c6a2ef,user-81,51666
product-219,2,OrderEvent,2180a921-9e5e-4f5a-bce8-b084d422da1e,user-128,51667
product-80,2,OrderEvent,10d141f4-c71b-4c80-b525-19a03775b681,user-103,51668
product-535,3,OrderEvent,bbbdc49e-22e8-4fae-b2cd-71485a9679ff,user-79,51669
product-133,1,OrderEvent,402a7b25-9093-4249-8bc3-354360272867,user-49,51670
product-277,2,OrderEvent,402a7b25-9093-4249-8bc3-354360272867,user-49,51670
product-44,2,OrderEvent,b0bf24ee-58b6-40c4-becd-fce629e7f55a,user-61,51671
product-16,2,OrderEvent,63bde301-b756-488e-b2b8-1e4e088afe64,user-42,51672
product-192,2,OrderEvent,63bde301-b756-488e-b2b8-1e4e088afe64,user-42,51672
product-4,2,OrderEvent,e9afb820-23e9-4988-b2da-31ffaaca15a4,user-2,51673
product-117,1,OrderEvent,1ddb5cb2-a69b-4ec8-a660-2f46f9316bef,user-33,51674
product-56,3,OrderEvent,289022e8-5ac3-4a9e-ae62-6f5f4ceaffaa,user-293,51675
product-680,1,OrderEvent,aa9cfcd4-7dfb-4f7c-bb6b-e19daa2c96f3,user-115,51676
product-125,2,OrderEvent,5f620715-4cb2-4e7c-89ab-c4184985eb25,user-61,51677
product-377,2,OrderEvent,53bc972f-3e2f-41e0-9667-63a1b3b2a14a,user-252,51678
product-507,2,OrderEvent,a3b755e7-ca38-4765-9a2e-2f5f396d57b4,user-452,51679
product-110,1,OrderEvent,05a28070-8bb5-4f28-a77a-d93b4e90d084,user-376,51680
product-328,1,OrderEvent,05a28070-8bb5-4f28-a77a-d93b4e90d084,user-376,51680
product-446,2,OrderEvent,6dfd3058-e059-41d5-875e-e2b2bc113fdc,user-285,51681
product-839,3,OrderEvent,e9c43b0a-519a-45d0-b525-964dab96c064,user-412,51682
product-296,2,OrderEvent,632d5409-39a1-4f98-a04b-ef4bbeee6491,user-154,51683
product-56,3,OrderEvent,b75ff9b0-32b2-42b0-946f-7ee34ac0259a,user-165,51684
product-759,3,OrderEvent,470e0afb-9482-49fd-a251-b97594d7e8b4,user-182,51685
product-235,2,OrderEvent,b7449318-b90f-474c-bf79-a5150630414e,user-148,51686
product-44,3,OrderEvent,051f4f80-9519-4783-b8f2-059c3a98791a,user-46,51687
product-164,1,OrderEvent,c2d82f1a-4c86-4026-913b-409bd5401582,user-27,51688
product-453,1,OrderEvent,246e4a1b-ac1c-4258-8ef2-a481b03b3e00,user-207,51689
product-218,1,OrderEvent,28c2ef6f-4bba-4c00-8556-24fc0dbb13be,user-92,51690
product-192,1,OrderEvent,28c2ef6f-4bba-4c00-8556-24fc0dbb13be,user-92,51690
product-283,3,OrderEvent,cbbff574-fbe3-4514-9b46-15324d1f08db,user-166,51691
product-179,2,OrderEvent,9a1bbbaa-202b-48e3-9906-77609392ade7,user-88,51692
product-77,2,OrderEvent,ace064fc-8018-4ef8-b859-899ecdd9b0e5,user-11,51693
product-3,1,OrderEvent,933f3eae-33fa-4cf2-b295-dbb13fd5fd23,user-16,51694
product-46,3,OrderEvent,f95ec226-9c44-43f5-8a36-2c9ead50a6fa,user-35,51695
product-696,2,OrderEvent,bca492ae-1bd9-402a-a1e0-5978226aa998,user-440,51696
product-160,2,OrderEvent,bca492ae-1bd9-402a-a1e0-5978226aa998,user-440,51696
product-359,2,OrderEvent,c941dded-2307-44aa-a3f6-429bb7dc0334,user-15,51697
product-472,2,OrderEvent,a4c3690b-74f7-4fff-92e2-8ed12a37d7ce,user-56,51698
product-214,1,OrderEvent,7d566bf5-1ce2-42f4-bdfc-bd0376c2fc3f,user-69,51699
product-88,3,OrderEvent,0005bba5-3762-4600-9f6e-1bf88553b8d1,user-139,51700
product-604,1,OrderEvent,0005bba5-3762-4600-9f6e-1bf88553b8d1,user-139,51700
product-565,2,OrderEvent,b87d6ce4-db58-4046-938a-0e9884fcabaa,user-273,51701
product-424,3,OrderEvent,b66eaa57-03af-42f6-a0c8-735792279d10,user-74,51702
product-248,2,OrderEvent,e3ee4fe8-d411-4628-b738-4a9a48dfea86,user-131,51703
product-4,3,OrderEvent,4aeb4713-ecc0-4a2d-9f36-ed48c7e7c60c,user-463,51704
product-117,1,OrderEvent,4aeb4713-ecc0-4a2d-9f36-ed48c7e7c60c,user-463,51704
product-37,2,OrderEvent,88c84975-8581-4562-a890-50f8223caba0,user-141,51705
product-109,3,OrderEvent,efa97099-9311-4004-a601-0d97a5172676,user-461,51706
product-794,2,OrderEvent,228b562b-e04a-462e-9a4f-f9d5fc150019,user-308,51707
product-22,2,OrderEvent,25bcfc83-3a4f-4e03-a310-4c7d04640f11,user-70,51708
product-784,1,OrderEvent,a03db508-d43a-4121-bfcb-e63f03de8203,user-362,51709
product-442,1,OrderEvent,2b4ed049-adbb-4d99-b235-a84024d173c8,user-39,51710
product-99,3,OrderEvent,f52e81ce-8f2e-4c0f-9cca-ebf1b27e22f6,user-36,51711
product-474,3,OrderEvent,cc6a4eed-f948-40eb-ad2b-ef6041cde2d5,user-324,51712
product-89,1,OrderEvent,cc6a4eed-f948-40eb-ad2b-ef6041cde2d5,user-324,51712
product-628,1,OrderEvent,1fa4c7b3-1c6a-4a57-9999-5d0316f0eec1,user-260,51713
product-179,1,OrderEvent,2d388bea-c98a-4413-aa4a-c6d32eaeb29d,user-41,51714
product-497,1,OrderEvent,7eff6439-2e29-453e-8611-2e44add29345,user-42,51715
product-95,1,OrderEvent,2889b0f2-8ee8-44d7-a651-ea2477af1eee,user-55,51716
product-111,2,OrderEvent,255c7a3e-e051-4fe4-9d0d-09238d660e2c,user-49,51717
product-167,2,OrderEvent,9543f923-e333-46ca-b348-d0476f2e88f9,user-36,51718
product-281,3,OrderEvent,ecd937cf-a7cb-45e9-ac87-24800685c4db,user-313,51719
product-473,3,OrderEvent,490594a5-8ff2-4fbe-8ac1-1c56e996707b,user-200,51720
product-121,2,OrderEvent,490594a5-8ff2-4fbe-8ac1-1c56e996707b,user-200,51720
product-137,2,OrderEvent,437382bd-491a-4821-aa14-99fe3caf80fb,user-22,51721
product-413,2,OrderEvent,9578e9d0-8f3f-46a5-875b-ca9ae1716fae,user-71,51722
product-20,3,OrderEvent,95300c2e-344f-42ad-8d4a-4e4b9eba054f,user-45,51723
product-19,3,OrderEvent,9d9217c5-513c-4beb-868e-80b499cdbefa,user-165,51724
product-198,3,OrderEvent,3ab399b5-b53f-4dd5-8fd5-06ee2b60aaf0,user-75,51725
product-52,1,OrderEvent,3206b9a3-9788-4f05-8123-5dbfef8695da,user-346,51726
product-315,1,OrderEvent,0cab1760-78d3-449a-b47e-0364e2c7b859,user-43,51727
product-114,3,OrderEvent,c62b514d-57cc-4ad4-8830-a00c23ffa769,user-218,51728
product-347,1,OrderEvent,c62b514d-57cc-4ad4-8830-a00c23ffa769,user-218,51728
product-644,1,OrderEvent,fc44c93d-7f74-4ebc-a156-8ea6cc6c1d34,user-45,51729
product-341,1,OrderEvent,bd4c4dbd-0225-4d34-ad6e-d08fe88fe67b,user-145,51730
product-529,2,OrderEvent,bd4c4dbd-0225-4d34-ad6e-d08fe88fe67b,user-145,51730
product-331,3,OrderEvent,0886c7a2-bb64-4c56-8e29-dd9cc936152b,user-374,51731
product-794,1,OrderEvent,8ff5d5d4-0de1-4dd8-94ab-86d813461973,user-206,51732
product-19,3,OrderEvent,5627b2a3-c39d-4d05-a8e7-54251155222e,user-172,51733
product-411,1,OrderEvent,e4f589c8-fd12-4975-9e77-38e4dcc5d559,user-100,51734
product-40,1,OrderEvent,2cb29c30-1b3f-4d32-b887-ecf7af3b4ced,user-9,51735
product-155,1,OrderEvent,9ba4a0df-fe38-47b4-ab6c-426b2d2a9dde,user-2,51736
product-102,1,OrderEvent,9ba4a0df-fe38-47b4-ab6c-426b2d2a9dde,user-2,51736
product-210,1,OrderEvent,7e0fcf19-d2e6-4d78-8255-6ab1a10fdc77,user-62,51737
product-201,1,OrderEvent,6564b984-897d-4bf5-ad6e-ab165b287175,user-193,51738
product-195,1,OrderEvent,e398d1d9-0bd0-4385-94bf-7d72ad639861,user-87,51739
